,time,wind_dir,wind_spd,gust,wave_height,dominant_wpd,average_wpd,mean_wave_dir,air_pressure,air_temperature,sea_surface_temperature,dewpt_temperature,visibility,water_level
0,1609460736.0,999.0,99.0,99.0,1.6100000143051147,6.670000076293945,5.619999885559082,266.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
1,1609462528.0,999.0,99.0,99.0,1.4900000095367432,16.670000076293945,5.429999828338623,259.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
2,1609464320.0,999.0,99.0,99.0,1.4900000095367432,16.670000076293945,5.460000038146973,259.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
3,1609466112.0,999.0,99.0,99.0,1.4600000381469727,18.18000030517578,5.559999942779541,263.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
4,1609467904.0,999.0,99.0,99.0,1.5199999809265137,18.18000030517578,5.559999942779541,255.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
5,1609469696.0,999.0,99.0,99.0,1.5299999713897705,18.18000030517578,5.590000152587891,262.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
6,1609471616.0,999.0,99.0,99.0,1.5099999904632568,16.670000076293945,5.519999980926514,257.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
7,1609473408.0,999.0,99.0,99.0,1.4600000381469727,16.670000076293945,5.630000114440918,249.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
8,1609475200.0,999.0,99.0,99.0,1.3899999856948853,16.670000076293945,5.71999979019165,260.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
9,1609478784.0,999.0,99.0,99.0,1.5,16.670000076293945,5.489999771118164,259.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
10,1609480576.0,999.0,99.0,99.0,1.4800000190734863,16.670000076293945,5.519999980926514,267.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
11,1609482368.0,999.0,99.0,99.0,1.4800000190734863,16.670000076293945,5.449999809265137,255.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
12,1609484160.0,999.0,99.0,99.0,1.4199999570846558,5.880000114440918,5.340000152587891,269.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
13,1609485952.0,999.0,99.0,99.0,1.3799999952316284,16.670000076293945,5.460000038146973,267.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
14,1609487744.0,999.0,99.0,99.0,1.3600000143051147,16.670000076293945,5.519999980926514,273.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
15,1609489536.0,999.0,99.0,99.0,1.3799999952316284,16.670000076293945,5.440000057220459,266.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
16,1609491328.0,999.0,99.0,99.0,1.3300000429153442,16.670000076293945,5.460000038146973,256.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
17,1609493120.0,999.0,99.0,99.0,1.2699999809265137,16.670000076293945,5.639999866485596,262.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
18,1609494912.0,999.0,99.0,99.0,1.1799999475479126,15.380000114440918,5.230000019073486,252.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
19,1609496704.0,999.0,99.0,99.0,1.1799999475479126,15.380000114440918,5.5,276.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
20,1609498624.0,999.0,99.0,99.0,1.1100000143051147,16.670000076293945,5.829999923706055,266.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
21,1609500416.0,999.0,99.0,99.0,1.1699999570846558,16.670000076293945,6.0,259.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
22,1609502208.0,999.0,99.0,99.0,1.190000057220459,16.670000076293945,6.079999923706055,264.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
23,1609504000.0,999.0,99.0,99.0,1.2200000286102295,16.670000076293945,5.519999980926514,256.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
24,1609505792.0,999.0,99.0,99.0,1.2899999618530273,16.670000076293945,5.239999771118164,252.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
25,1609507584.0,999.0,99.0,99.0,1.25,16.670000076293945,5.659999847412109,264.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
26,1609509376.0,999.0,99.0,99.0,1.25,11.109999656677246,6.059999942779541,274.0,9999.0,999.0,14.699999809265137,999.0,99.0,99.0
27,1609511168.0,999.0,99.0,99.0,1.2799999713897705,15.380000114440918,6.809999942779541,266.0,9999.0,999.0,14.699999809265137,999.0,99.0,99.0
28,1609512960.0,999.0,99.0,99.0,1.2000000476837158,11.760000228881836,6.179999828338623,259.0,9999.0,999.0,14.600000381469727,999.0,99.0,99.0
29,1609514752.0,999.0,99.0,99.0,1.309999942779541,16.670000076293945,6.590000152587891,267.0,9999.0,999.0,14.600000381469727,999.0,99.0,99.0
30,1609516544.0,999.0,99.0,99.0,1.2400000095367432,10.529999732971191,6.599999904632568,274.0,9999.0,999.0,14.600000381469727,999.0,99.0,99.0
31,1609520128.0,999.0,99.0,99.0,1.2000000476837158,16.670000076293945,7.820000171661377,257.0,9999.0,999.0,14.600000381469727,999.0,99.0,99.0
32,1609521920.0,999.0,99.0,99.0,1.2799999713897705,16.670000076293945,8.489999771118164,264.0,9999.0,999.0,14.699999809265137,999.0,99.0,99.0
33,1609523712.0,999.0,99.0,99.0,1.2300000190734863,15.380000114440918,9.029999732971191,266.0,9999.0,999.0,14.699999809265137,999.0,99.0,99.0
34,1609525504.0,999.0,99.0,99.0,1.1799999475479126,15.380000114440918,8.869999885559082,276.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
35,1609527296.0,999.0,99.0,99.0,1.159999966621399,15.380000114440918,9.0600004196167,277.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
36,1609529216.0,999.0,99.0,99.0,1.1100000143051147,16.670000076293945,8.760000228881836,271.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
37,1609531008.0,999.0,99.0,99.0,1.059999942779541,16.670000076293945,9.260000228881836,266.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
38,1609532800.0,999.0,99.0,99.0,1.2200000286102295,14.289999961853027,9.579999923706055,277.0,9999.0,999.0,15.0,999.0,99.0,99.0
39,1609534592.0,999.0,99.0,99.0,1.059999942779541,15.380000114440918,9.34000015258789,267.0,9999.0,999.0,15.0,999.0,99.0,99.0
40,1609536384.0,999.0,99.0,99.0,1.1100000143051147,16.670000076293945,8.75,274.0,9999.0,999.0,15.0,999.0,99.0,99.0
41,1609538176.0,999.0,99.0,99.0,1.159999966621399,16.670000076293945,9.739999771118164,270.0,9999.0,999.0,15.0,999.0,99.0,99.0
42,1609539968.0,999.0,99.0,99.0,1.1200000047683716,16.670000076293945,9.6899995803833,264.0,9999.0,999.0,15.0,999.0,99.0,99.0
43,1609541760.0,999.0,99.0,99.0,1.1799999475479126,14.289999961853027,9.34000015258789,270.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
44,1609543552.0,999.0,99.0,99.0,1.1100000143051147,16.670000076293945,8.100000381469727,262.0,9999.0,999.0,14.899999618530273,999.0,99.0,99.0
45,1609545344.0,999.0,99.0,99.0,1.2200000286102295,15.380000114440918,7.96999979019165,271.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
46,1609547136.0,999.0,99.0,99.0,1.2300000190734863,15.380000114440918,7.739999771118164,276.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
47,1609548928.0,999.0,99.0,99.0,1.2899999618530273,14.289999961853027,7.849999904632568,263.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
48,1609550720.0,999.0,99.0,99.0,1.309999942779541,15.380000114440918,7.789999961853027,262.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
49,1609552512.0,999.0,99.0,99.0,1.3799999952316284,15.380000114440918,7.809999942779541,262.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
50,1609554304.0,999.0,99.0,99.0,1.309999942779541,11.760000228881836,7.190000057220459,280.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
51,1609556224.0,999.0,99.0,99.0,1.3600000143051147,13.329999923706055,7.449999809265137,264.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
52,1609558016.0,999.0,99.0,99.0,1.3300000429153442,15.380000114440918,7.059999942779541,262.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
53,1609559808.0,999.0,99.0,99.0,1.4900000095367432,14.289999961853027,8.149999618530273,253.0,9999.0,999.0,14.800000190734863,999.0,99.0,99.0
